TEAM,MATCH UP,GAME DATE,W/L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,ASTRATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE
CLE,CLE @ DET,02/24/2022,L,48,108.4,110.4,-2,58.8,1.67,16,20.4,67.9,45.1,12.6,51.9,56,95.5,46.3
BOS,BOS @ BKN,02/24/2022,W,48,125.2,101,24.3,60.9,2,20.1,19.5,71.9,50,13.6,64.1,66.6,104,60.5
OKC,OKC vs. PHX,02/24/2022,L,48,97.2,117,-19.8,50,1.38,15.9,18.4,87.8,50,15,50.5,53.1,106.5,38.8
GSW,GSW @ POR,02/24/2022,W,48,132,96.9,35.1,80,3,23.8,40,76.5,59.4,12,59.7,64.7,99,75.2
DEN,DEN @ SAC,02/24/2022,W,48,123.1,106.8,16.3,62.5,1.76,21,25.6,84.1,56.6,16.3,64.5,67.5,103.5,56.8
POR,POR vs. GSW,02/24/2022,L,48,96.9,132,-35.1,51.6,0.89,12.7,23.5,60,40.6,18.4,44.9,51.8,99,24.8
ATL,ATL @ CHI,02/24/2022,L,48,109.1,112,-2.9,48.8,2,14.2,36.7,79.5,54.8,10.1,46.4,49.6,99.5,43.5
MIN,MIN vs. MEM,02/24/2022,W,48,119,112.9,6.1,60.5,2.17,18.1,34,50.7,43.3,12,54.8,57.2,100.5,51.6
BKN,BKN vs. BOS,02/24/2022,L,48,101,125.2,-24.3,64.1,2.27,17.1,28.1,80.5,50,10.5,45.2,49.8,104,39.5
DAL,DAL @ NOP,02/17/2022,W,48,131.6,122.9,8.7,40.9,2,14.9,20,64.7,45.1,9.5,65.2,67.2,95.5,51.4
MIA,MIA @ CHA,02/17/2022,W,58,100.9,98.2,2.7,75.6,2.07,19.3,33.8,70.5,51.6,13.6,47.1,49.5,90.62,53.1
LAC,LAC vs. HOU,02/17/2022,W,48,131.5,104.7,26.8,66.7,1.89,21.5,38.1,77.4,60,16.7,65.2,68.6,107,64.7
NOP,NOP vs. DAL,02/17/2022,L,48,122.9,131.6,-8.7,47.8,1.69,16.2,35.3,80,54.9,13.5,56.5,58.3,95.5,48.6
CHA,CHA vs. MIA,02/17/2022,L,58,98.2,100.9,-2.7,71.1,1.5,17.5,29.5,66.2,48.4,16.5,45.3,49.4,90.62,46.9
PHI,PHI @ MIL,02/17/2022,W,48,119.4,117.6,1.8,47.7,1.75,15.9,22.7,73.6,50.5,11.7,56.8,61.6,102.5,52.5
HOU,HOU @ LAC,02/17/2022,L,48,104.7,131.5,-26.8,69,1.53,19.7,22.6,61.9,40,17.9,53.3,55.9,107,35.3
BKN,BKN vs. WAS,02/17/2022,L,48,105.1,120.6,-15.5,52.8,1.19,14,33.9,75,51,16.3,48.3,51.7,97.5,37.8
WAS,WAS @ BKN,02/17/2022,W,48,120.6,105.1,15.5,56.5,1.63,19.5,25,66.1,49,16.5,62.7,65,97.5,62.2
MIL,MIL vs. PHI,02/17/2022,L,48,117.6,119.4,-1.8,47.6,2.86,14.8,26.4,77.3,49.5,6.9,51.6,55.9,102.5,47.5
UTA,UTA @ LAL,02/16/2022,L,48,107.4,114,-6.5,45.9,1.31,14,23.3,70,48.4,13.8,53.8,57.8,93.5,47.7
DET,DET @ BOS,02/16/2022,W,48,113.1,112.1,1,65.1,1.65,19.2,37.3,85.7,57,17.2,54.8,56.7,99,47.7
BKN,BKN @ NYK,02/16/2022,W,48,116.8,111.6,5.3,48.8,2.33,15.1,39,77.6,56.5,9.5,49.5,51.3,95,47.4
TOR,TOR @ MIN,02/16/2022,W,48,104,92.9,11.2,52.5,1.62,15.8,25.5,84,54.5,13.1,50,53.4,98.5,55.8
ORL,ORL vs. ATL,02/16/2022,L,48,107.9,128.7,-20.8,54.8,1.77,16.4,29.8,68.8,47.6,12.9,49.5,52.5,101,41.9
BOS,BOS vs. DET,02/16/2022,L,48,112.1,113.1,-1,69,1.71,21.8,14.3,62.7,43,17.2,63,65.4,99,52.3
LAL,LAL vs. UTA,02/16/2022,W,48,114,107.4,6.5,58.5,2,18.2,30,76.7,51.6,12.9,53.5,55.4,93.5,52.3
IND,IND vs. WAS,02/16/2022,W,48,114.1,111.3,2.8,66.7,2.73,21.9,22.2,71.7,49,11.1,56.6,59,98,56.4
OKC,OKC vs. SAS,02/16/2022,L,48,102.9,110.7,-7.8,61,3.13,17,29.9,67.2,47.2,7.8,44.3,46.8,103,43.4
WAS,WAS @ IND,02/16/2022,L,48,111.3,114.1,-2.8,64.1,1.92,18.2,28.3,77.8,51,13.4,52.2,55.1,98,43.6
MIN,MIN vs. TOR,02/16/2022,L,48,92.9,104,-11.2,76.7,1.35,17.8,16,74.5,45.5,17.3,45.5,50.7,98.5,44.2
NYK,NYK vs. BKN,02/16/2022,L,48,111.6,116.8,-5.3,59.5,2.2,17.2,22.4,61,43.5,10.5,52.9,57,95,52.6
POR,POR @ MEM,02/16/2022,W,48,126.8,124,2.8,53.5,1.92,17,35.6,64.7,51,12.4,58.2,62.1,96.5,51.9
CHI,CHI vs. SAC,02/16/2022,W,48,121.4,115.7,5.7,53.2,1.92,17.4,34,83.3,57.3,12.6,56.4,60.8,102.5,51.6
DEN,DEN @ GSW,02/16/2022,W,48,113.6,112.6,1,62.8,1.42,18.4,35.4,82.2,58.1,18.4,54.9,58.4,103,48.6
SAC,SAC @ CHI,02/16/2022,L,48,115.7,121.4,-5.7,55.8,1.85,18,16.7,66,42.7,12.7,58.3,63,102.5,48.4
HOU,HOU @ PHX,02/16/2022,L,48,114.2,115.9,-1.7,54.8,1.44,15.4,35.1,80,54.9,15.1,50,55.3,106.5,42.8
SAS,SAS @ OKC,02/16/2022,W,48,110.7,102.9,7.8,67.4,2.07,19.3,32.8,70.1,52.8,13.6,49,52.9,103,56.6
PHX,PHX vs. HOU,02/16/2022,W,48,115.9,114.2,1.7,61.4,2.45,18.9,20,64.9,45.1,10.3,55.2,60.9,106.5,57.2
ATL,ATL @ ORL,02/16/2022,W,48,128.7,107.9,20.8,51.1,2.09,16.5,31.3,70.2,52.4,10.9,60,63.5,101,58.1
MEM,MEM vs. POR,02/16/2022,L,48,124,126.8,-2.8,54.1,2,14.9,35.3,64.4,49,10.4,50,57.5,96.5,48.1
GSW,GSW vs. DEN,02/16/2022,L,48,112.6,113.6,-1,57.8,2.36,19,17.8,64.6,41.9,10.7,57.5,59.5,103,51.4
CHA,CHA @ MIN,02/15/2022,L,53,101.7,105.9,-4.2,73.8,2.21,18.7,27,64.9,47.4,11.9,45.1,50.7,107.32,52
NOP,NOP vs. MEM,02/15/2022,L,48,113.5,124.7,-11.2,45.5,1.33,15.4,30.4,52.9,42.3,15.6,52.3,56.3,96.5,43.3
MIL,MIL vs. IND,02/15/2022,W,48,120.8,115.5,5.2,58.3,1.87,19.6,23.8,76.9,53.2,14.2,61.6,64.5,104.5,55.1
BOS,BOS @ PHI,02/15/2022,W,48,145.2,92.6,52.6,60.9,2.55,21.4,25.6,73.8,55,11.8,71.3,73.6,93.5,71.3
MIA,MIA vs. DAL,02/15/2022,L,48,110,118.9,-8.9,54.3,1.58,14.6,42.9,74.5,58.3,13.3,45.8,51.6,90,45.5
CLE,CLE @ ATL,02/15/2022,L,48,123.4,131.9,-8.5,66.7,2.31,21.7,32.6,68.4,49.4,13.8,60.2,62.2,94,46.5
MEM,MEM @ NOP,02/15/2022,W,48,124.7,113.5,11.2,61.7,2.23,19.5,47.1,69.6,57.7,13.4,55.3,57.1,96.5,56.7
PHI,PHI vs. BOS,02/15/2022,L,48,92.6,145.2,-52.6,73.9,1.89,13.4,26.2,74.4,45,9.6,33.8,44.8,93.5,28.7
LAC,LAC @ PHX,02/15/2022,L,48,97,104,-7.1,65,1.86,18.2,30.5,70.8,48.6,14.1,46.4,47.5,99,44.8
PHX,PHX vs. LAC,02/15/2022,W,48,104,97,7.1,68.2,1.76,21,29.2,69.5,51.4,17.2,53.3,54.6,99,55.2
DAL,DAL @ MIA,02/15/2022,W,48,118.9,110,8.9,79.4,3,20.9,25.5,57.1,41.7,10,56.6,59.1,90,54.5
ATL,ATL vs. CLE,02/15/2022,W,48,131.9,123.4,8.5,58.1,2.27,19.2,31.6,67.4,50.6,11.7,62.5,67.5,94,53.5
IND,IND @ MIL,02/15/2022,L,48,115.5,120.8,-5.2,68.1,2.67,21.9,23.1,76.2,46.8,11.7,59.7,58.7,104.5,44.9
MIN,MIN vs. CHA,02/15/2022,W,53,105.9,101.7,4.2,67.4,2.07,16.7,35.1,73,52.6,11.8,45.4,49.2,107.32,48
HOU,HOU @ UTA,02/14/2022,L,48,106.3,140.6,-34.3,65.7,1.92,17.8,22.2,57.1,37.5,12.6,49.4,53,95.5,32.4
WAS,WAS vs. DET,02/14/2022,W,48,108.4,98.9,9.5,52.5,1.4,16.3,28.3,72.2,52,15.8,52.4,55.4,95,57.2
CHI,CHI vs. SAS,02/14/2022,W,48,116.5,106.9,9.6,54.3,1.56,18,29.5,86.3,60,15.5,58,61.7,102.5,53.5
LAC,LAC vs. GSW,02/14/2022,W,48,121.4,107.2,14.2,52.1,2.08,19.2,19.5,79.2,51.7,12.2,65.3,65,97.5,57.2
NOP,NOP vs. TOR,02/14/2022,W,48,129,94.7,34.3,80,2.57,26.9,15.6,63.4,48.5,15.1,68.8,71.4,94,74.8
TOR,TOR @ NOP,02/14/2022,L,48,94.7,129,-34.3,27.6,1,6.3,36.6,84.4,51.5,8.4,34.7,41.4,94,25.2
SAS,SAS @ CHI,02/14/2022,L,48,106.9,116.5,-9.6,63.6,4,20.4,13.7,70.5,40,6.9,51.1,53.8,102.5,46.5
POR,POR @ MIL,02/14/2022,W,48,115.1,100,15.1,66.7,2.14,19.7,28.6,83.6,55.9,13.2,54.5,56.8,106.5,58.5
SAC,SAC @ BKN,02/14/2022,L,48,82.5,105.8,-23.3,38.7,0.67,9.3,23,82.9,47.1,17.5,39.4,43.4,103,30.2
NYK,NYK vs. OKC,02/14/2022,L,53,110.8,116.5,-5.7,62.2,2,17.3,35.4,76.9,53.8,12.6,48.6,52.3,99.62,46.9
MIL,MIL vs. POR,02/14/2022,L,48,100,115.1,-15.1,47.4,1.38,13.5,16.4,71.4,44.1,12.1,50,53.7,106.5,41.5
DEN,DEN vs. ORL,02/14/2022,W,48,112,102.8,9.3,59.5,1.09,16.9,31.9,78.8,56.6,21.3,56.8,61.7,108,52.1
OKC,OKC @ NYK,02/14/2022,W,53,116.5,110.8,5.7,58.3,2.55,18.8,23.1,64.6,46.2,10.1,56.8,58.9,99.62,53.1
DET,DET @ WAS,02/14/2022,L,48,98.9,108.4,-9.5,59.4,1.58,14.7,27.8,71.7,48,12.6,42.4,48.5,95,42.8
UTA,UTA vs. HOU,02/14/2022,W,48,140.6,106.3,34.3,69.4,2.62,23.1,42.9,77.8,62.5,13.5,65.2,68.4,95.5,67.6
GSW,GSW @ LAC,02/14/2022,L,48,107.2,121.4,-14.2,59,1.64,17.7,20.8,80.5,48.3,14.4,54.7,56.7,97.5,42.8
BKN,BKN vs. SAC,02/14/2022,W,48,105.8,82.5,23.3,58.1,1.39,18.7,17.1,77,52.9,17.5,56.5,60.2,103,69.8
ORL,ORL @ DEN,02/14/2022,L,48,102.8,112,-9.3,60,1.6,16.8,21.2,68.1,43.4,13.9,50,54.9,108,47.9
ATL,ATL @ BOS,02/13/2022,L,48,96,107.1,-11.2,52.9,1.38,13.5,27.1,76.9,50.5,13.1,43,47.7,98.5,40.6
MIN,MIN @ IND,02/13/2022,W,48,129,118.8,10.2,53.5,1.64,17.4,23.3,53.4,40.6,14,61.9,67,100.5,52.8
IND,IND vs. MIN,02/13/2022,L,48,118.8,129,-10.2,62.2,2.15,17.9,46.6,76.7,59.4,12.9,50.5,53.7,100.5,47.2
BOS,BOS vs. ATL,02/13/2022,W,48,107.1,96,11.2,58.3,1.75,16,23.1,72.9,49.5,12.2,48.8,54.2,98.5,59.4
BKN,BKN @ MIA,02/12/2022,L,48,112.1,115,-2.9,38.1,2,12.7,19.6,71.7,43.1,8.1,51.6,54.1,99.5,44.2
CHI,CHI vs. OKC,02/12/2022,W,48,102.9,100,2.9,50,1.54,14.8,26,83.1,56.9,12.6,48.9,53.5,102,52.5
DEN,DEN @ TOR,02/12/2022,W,48,115.8,116,-0.2,71.8,1.56,20,37,79.6,58.9,18.9,54.8,59,94.5,52.5
DAL,DAL vs. LAC,02/12/2022,L,48,104.3,106.5,-2.2,45.7,1.14,12.9,28.3,78,50,15.1,50,51.9,93,42
GSW,GSW vs. LAL,02/12/2022,W,48,117,115,2,60,2.67,17.4,26.9,75.9,51.9,9,51.1,55.7,100,50.1
LAL,LAL @ GSW,02/12/2022,L,48,115,117,-2,61,2.78,18.1,24.1,73.1,48.1,9,52.8,56.1,100,49.9
CLE,CLE @ PHI,02/12/2022,L,48,100,110.8,-10.8,58.3,1.24,17.1,20.9,76.7,48.8,18.3,51.9,55.6,93,42.7
NYK,NYK @ POR,02/12/2022,L,48,104,112,-8,61.3,1.46,14.8,18.9,73.9,44.4,13.1,45.7,53.7,99.5,42.7
TOR,TOR vs. DEN,02/12/2022,L,48,116,115.8,0.2,51.2,3.14,17.5,20.4,63,41.1,7.4,55.7,57.1,94.5,47.5
OKC,OKC @ CHI,02/12/2022,L,48,100,102.9,-2.9,64.7,2.75,16.5,16.9,74,43.1,7.9,44.9,49.9,102,47.5
WAS,WAS vs. SAC,02/12/2022,L,48,114.6,128.1,-13.5,63.4,2.6,19.1,27.5,77.1,47.7,10.4,54,56.6,96,43.2
NOP,NOP vs. SAS,02/12/2022,L,48,116.3,127.8,-11.5,51.2,1.47,16.5,31.1,80.9,56.5,15.3,55.7,59.5,97.5,45.7
CHA,CHA vs. MEM,02/12/2022,L,48,108.3,114.7,-6.4,71.8,1.65,17.9,32.8,66.1,48.3,15.6,47.4,52.9,109,43.6
SAS,SAS @ NOP,02/12/2022,W,48,127.8,116.3,11.5,55.3,5.2,19.7,19.1,68.9,43.5,5.2,58.1,61.2,97.5,54.3
PHX,PHX vs. ORL,02/12/2022,W,48,123.4,98.1,25.2,72.7,5.71,25.5,21.2,85.5,54.2,6.5,59.5,60.3,107,61.8
MEM,MEM @ CHA,02/12/2022,W,48,114.7,108.3,6.4,66,1.82,19.6,33.9,67.2,51.7,15.6,54.7,56.6,109,56.4
SAC,SAC @ WAS,02/12/2022,W,48,128.1,114.6,13.5,62.8,1.93,20.6,22.9,72.5,52.3,14.6,64.5,69.3,96,56.8
LAC,LAC @ DAL,02/12/2022,W,48,106.5,104.3,2.2,53.5,1.64,18.4,22,71.7,50,15.1,56.7,57,93,58
ORL,ORL @ PHX,02/12/2022,L,48,98.1,123.4,-25.2,67.6,1.67,18,14.5,78.8,45.8,14,51.1,53.8,107,38.2
PHI,PHI vs. CLE,02/12/2022,W,48,110.8,100,10.8,63.2,1.85,18.9,23.3,79.1,51.2,14,54.4,58.4,93,57.3
MIA,MIA vs. BKN,02/12/2022,W,48,115,112.1,2.9,48.8,1.33,15,28.3,80.4,56.9,15,56.1,60.7,99.5,55.8
POR,POR vs. NYK,02/12/2022,W,48,112,104,8,72.5,1.71,20.9,26.1,81.1,55.6,17,56.5,60.3,99.5,57.3
ORL,ORL @ UTA,02/11/2022,L,48,99,112.9,-13.9,62.2,1.28,17.4,18.8,70,44.9,18,51.8,54.4,100.5,43.1
OKC,OKC @ PHI,02/11/2022,L,48,87.9,102,-14.2,60,1.31,15.4,28.6,70,50,16.2,42.2,45.7,98.5,44.4
CHA,CHA @ DET,02/11/2022,W,48,129.4,109.2,20.2,66.7,2,22.4,36.2,63.8,51.4,16.5,64.9,65.8,109,58.5
BOS,BOS vs. DEN,02/11/2022,W,48,103.8,98.1,5.8,63.2,2,16.3,31.7,68.5,49.1,11.5,44.8,49.5,104,53.9
CHI,CHI vs. MIN,02/11/2022,W,48,130.1,119.6,10.5,58.2,2.13,22.7,21.2,78,55.4,14.6,71.3,72.3,102.5,55.4
CLE,CLE @ IND,02/11/2022,W,48,120,115.3,4.7,46.5,1.54,15.5,22.5,57.1,41.6,13,58.6,63.7,99,57.7
PHI,PHI vs. OKC,02/11/2022,W,48,102,87.9,14.2,52.8,1.73,14.1,30,71.4,50,11.2,42.5,47.9,98.5,55.6
ATL,ATL vs. SAS,02/11/2022,L,48,113.1,128.3,-15.2,59.6,2,18.1,35.1,81,54.5,13.1,52.4,55.2,106.5,43.3
SAS,SAS @ ATL,02/11/2022,W,48,128.3,113.1,15.2,74,2.64,24.5,19,64.9,45.5,13.2,65.6,68.5,106.5,56.7
MIN,MIN @ CHI,02/11/2022,L,48,119.6,130.1,-10.5,66.7,3.56,22.1,22,78.8,44.6,8.8,56.8,59.2,102.5,44.6
UTA,UTA vs. ORL,02/11/2022,W,48,112.9,99,13.9,55,1.38,16.1,30,81.3,55.1,15.8,52.2,57.3,100.5,56.9
DET,DET vs. CHA,02/11/2022,L,48,109.2,129.4,-20.2,66.7,1.78,19.9,36.2,63.8,48.6,16.5,52.9,54.1,109,41.5
DEN,DEN @ BOS,02/11/2022,L,48,98.1,103.8,-5.8,59,1.1,16,31.5,68.3,50.9,20.2,49.4,52.1,104,46.1
IND,IND vs. CLE,02/11/2022,L,48,115.3,120,-4.7,59.5,1.09,17.4,42.9,77.5,58.4,23.5,57.3,58.8,99,42.3
WAS,WAS vs. BKN,02/10/2022,W,48,118.9,117.9,1.1,67.4,2.42,21.5,25.6,69.6,48.3,12.6,57.1,60.8,95,53.4
NOP,NOP vs. MIA,02/10/2022,L,48,103.2,117.9,-14.7,52.8,1.12,14.7,32,65.9,47.9,18.1,48.8,52.7,94.5,38.7
TOR,TOR @ HOU,02/10/2022,W,48,135,117.6,17.3,47.2,2.08,17.5,37,63.4,49.4,11.7,62.4,65.1,102.5,55.8
GSW,GSW vs. NYK,02/10/2022,L,48,115.2,118.4,-3.2,64.3,3.38,19.9,20.4,60,41.3,8.1,54.4,57.9,98.5,51.4
PHX,PHX vs. MIL,02/10/2022,W,48,132.3,107,25.3,68.6,4.38,24,28.6,71.7,52.6,8.1,61.7,63.7,99.5,64.9
DAL,DAL vs. LAC,02/10/2022,W,48,117.9,112.9,5,50,1.36,15,31,81.8,57,14.7,57.1,62.3,94,52.4
NYK,NYK @ GSW,02/10/2022,W,48,118.4,115.2,3.2,61.5,1.6,16.7,40,79.6,58.7,15.3,51.1,55.5,98.5,48.6
DET,DET vs. MEM,02/10/2022,L,48,103.9,126.9,-23,65.9,2.7,19,21.8,57.1,39.6,9.7,47.3,51.8,103.5,39.3
HOU,HOU vs. TOR,02/10/2022,L,48,117.6,135,-17.3,58.1,1.19,17.6,36.6,63,50.6,20.6,62.2,63,102.5,44.2
LAC,LAC @ DAL,02/10/2022,L,48,112.9,117.9,-5,61.5,2.4,19.2,18.2,69,43,10.8,53.7,57.1,94,47.6
BKN,BKN @ WAS,02/10/2022,L,48,117.9,118.9,-1.1,48.7,1.9,14.8,30.4,74.4,51.7,10.5,52.4,58.1,95,46.6
MIL,MIL @ PHX,02/10/2022,L,48,107,132.3,-25.3,45,1.29,13.5,28.3,71.4,47.4,14,51.1,54,99.5,35.1
MEM,MEM @ DET,02/10/2022,W,48,126.9,103.9,23,72.7,2.46,20.3,42.9,78.2,60.4,12.5,56,59.7,103.5,60.7
MIA,MIA @ NOP,02/10/2022,W,48,117.9,103.2,14.7,64.1,1.79,18.5,34.1,68,52.1,14.7,54.3,60,94.5,61.3
CHA,CHA vs. CHI,02/09/2022,L,48,110.1,123.5,-13.4,65,2.89,18.6,30.4,84.6,52.6,9.1,50,52.9,98.5,44.4
SAS,SAS @ CLE,02/09/2022,L,48,92.9,106.1,-13.1,63.2,1.85,16.9,31.7,75.6,50,13.1,42.4,44.3,99,40.9
TOR,TOR @ OKC,02/09/2022,W,48,119.4,100,19.4,48.9,1.38,16.8,27.9,69.8,51,16.3,58.5,62.1,98,56.4
CLE,CLE vs. SAS,02/09/2022,W,48,106.1,92.9,13.1,46.2,1.2,14.2,24.4,68.3,50,15.2,53,56.7,99,59.1
GSW,GSW @ UTA,02/09/2022,L,48,91.4,122,-30.6,60.7,1.31,14.5,17.6,68,42.6,14,46.2,49.7,92,34.9
SAC,SAC vs. MIN,02/09/2022,W,48,126.9,114.4,12.5,66.7,2.29,20.9,37,78.2,59.4,13.5,58.1,62.9,104,58.4
LAL,LAL @ POR,02/09/2022,L,48,108.2,110.3,-2.1,70.7,1.38,22,16.7,75,50,21.6,66.9,65.9,97,49.1
MIN,MIN @ SAC,02/09/2022,L,48,114.4,126.9,-12.5,63.6,2.8,19.4,21.8,63,40.6,9.6,53.1,56.2,104,41.6
OKC,OKC vs. TOR,02/09/2022,L,48,100,119.4,-19.4,77.8,1.56,19.9,30.2,72.1,49,18.4,49.4,52.6,98,43.6
UTA,UTA vs. GSW,02/09/2022,W,48,122,91.4,30.6,63.4,2.17,19.5,32,82.4,57.4,13.2,55.6,57.5,92,65.1
CHI,CHI @ CHA,02/09/2022,W,48,123.5,110.1,13.4,58.7,1.93,20.8,15.4,69.6,47.4,14.3,65.9,67,98.5,55.6
POR,POR vs. LAL,02/09/2022,W,48,110.3,108.2,2.1,61.9,2.36,19.3,25,83.3,50,11.3,52.8,55.7,97,50.9
DEN,DEN vs. NYK,02/08/2022,W,48,134.7,116.2,18.5,67.4,2.38,21.7,33.3,70.7,55,13.3,63.5,66.9,98.5,59.8
MEM,MEM vs. LAC,02/08/2022,W,48,129.8,104.8,25,49.1,2,17.2,42.3,70.6,56.3,12.5,55.8,59.2,104,59.6
IND,IND @ ATL,02/08/2022,L,48,112,134.3,-22.3,59.5,1.69,15.1,41.4,61,49.5,13,45.2,52.1,99.5,40.1
NOP,NOP vs. HOU,02/08/2022,W,48,111.1,97,14.1,64.3,1.42,20,23.1,62.3,47,19.2,57.5,61.9,99.5,65.4
BKN,BKN vs. BOS,02/08/2022,L,48,92.9,128.6,-35.7,57.9,1.57,15.6,34.8,65.1,46.8,14.3,43.4,43.4,98,27.1
HOU,HOU @ NOP,02/08/2022,L,48,97,111.1,-14.1,59.4,0.9,13.4,37.7,76.9,53,21,44.8,48.7,99.5,34.6
LAC,LAC @ MEM,02/08/2022,L,48,104.8,129.8,-25,62.5,1.47,17.5,29.4,57.7,43.7,16.3,51.1,54.7,104,40.4
ORL,ORL @ POR,02/08/2022,W,48,115.3,96,19.3,77.3,2.27,23.8,25,69.4,50,15.3,59.4,60.4,98.5,60.8
PHI,PHI vs. PHX,02/08/2022,L,48,104.8,109.6,-4.8,58.5,1.6,17.4,20.8,77.4,50.5,14.4,51.7,56.2,104,45.5
MIN,MIN @ SAC,02/08/2022,W,48,125.2,106.5,18.7,68,2.43,21.1,36.4,81,55.7,13.1,58.7,60.1,107,55.4
BOS,BOS @ BKN,02/08/2022,W,48,128.6,92.9,35.7,64,2.29,22.2,34.9,65.2,53.2,14.3,62.6,64.3,98,72.9
DET,DET @ DAL,02/08/2022,L,48,90.5,120.8,-30.3,60.6,1.33,15.3,28.8,78.6,49.5,15.8,40.8,44.5,95.5,29.4
DAL,DAL vs. DET,02/08/2022,W,48,120.8,90.5,30.3,60,1.85,18.6,21.4,71.2,50.5,13.5,62,65.1,95.5,70.6
LAL,LAL vs. MIL,02/08/2022,L,48,114.9,128.4,-13.6,63.6,1.75,19.7,27.7,65.2,46.2,15.8,57.6,59.1,101.5,44.9
NYK,NYK @ DEN,02/08/2022,L,48,116.2,134.7,-18.5,55.6,2.78,17.9,29.3,66.7,45,9.1,52,54.1,98.5,40.2
POR,POR vs. ORL,02/08/2022,L,48,96,115.3,-19.3,65.6,1.62,15.2,30.6,75,50,13.1,41.2,46.4,98.5,39.2
PHX,PHX @ PHI,02/08/2022,W,48,109.6,104.8,4.8,62.8,3.38,18.9,22.6,79.2,49.5,7.7,48.4,54,104,54.5
MIL,MIL @ LAL,02/08/2022,W,48,128.4,114.9,13.6,59.6,2.58,20.8,34.8,72.3,53.8,11.8,62,62.5,101.5,55.1
ATL,ATL vs. IND,02/08/2022,W,48,134.3,112,22.3,69.2,2.25,23.8,39,58.6,50.5,16.2,67.2,68.5,99.5,59.9
SAC,SAC vs. MIN,02/08/2022,L,48,106.5,125.2,-18.7,70.7,1.53,20.3,19,63.6,44.3,17.8,54.8,60.4,107,44.6
CHA,CHA vs. TOR,02/07/2022,L,48,100,114.9,-14.9,71.8,2.15,19.3,28.1,65.3,45.3,12.9,45.8,49.5,101,45.7
UTA,UTA vs. NYK,02/07/2022,W,48,113,106.1,6.9,48.7,1.58,13.8,35.1,55.4,45.9,12,48.4,53.9,99,55.9
MIA,MIA @ WAS,02/07/2022,W,48,121,101,20,67.4,1.53,21.5,18.2,79.5,53.2,19,68.4,71,99.5,57.9
TOR,TOR @ CHA,02/07/2022,W,48,114.9,100,14.9,51.2,1.17,15.1,34.7,71.9,54.7,17.8,57.7,59.9,101,54.3
NYK,NYK @ UTA,02/07/2022,L,48,106.1,113,-6.9,50,1.13,12.5,44.6,64.9,54.1,16.3,42.1,47.1,99,44.1
WAS,WAS vs. MIA,02/07/2022,L,48,101,121,-20,69.4,1.47,18.8,20.5,81.8,46.8,17.2,49.4,55.5,99.5,42.1
PHX,PHX @ CHI,02/07/2022,W,48,130.9,126.5,4.4,63.3,2.82,22.1,31,72.9,53.3,11.3,61.1,64.6,97.5,54.3
OKC,OKC vs. GSW,02/07/2022,L,48,99,111.1,-12.1,56.8,1.17,15.2,34.5,79.1,54.1,18.2,47.2,50.3,99,41.8
GSW,GSW @ OKC,02/07/2022,W,48,111.1,99,12.1,73.2,2,21.9,20.9,65.5,45.9,15.2,59.1,61.5,99,58.2
CHI,CHI vs. PHX,02/07/2022,L,48,126.5,130.9,-4.4,41.9,2,14,27.1,69,46.7,9.2,53.3,59.8,97.5,45.7
MIN,MIN vs. DET,02/06/2022,W,48,120.4,108.2,12.2,64.3,2.7,19.4,30,72.9,53.2,10.2,55.5,58.9,97.5,56.9
BOS,BOS @ ORL,02/06/2022,W,48,114.9,82.2,32.7,64.4,1.81,19.3,38.2,80.8,58.9,15.8,52,55.2,101,66.5
DEN,DEN vs. BKN,02/06/2022,W,48,125.3,104,21.3,75.5,3.36,24.3,34,83.3,60.4,11.1,57.4,60.1,99.5,61.4
PHI,PHI @ CHI,02/06/2022,W,48,128,113.7,14.3,64.4,2.64,22.5,20,79.5,51.2,11.8,60.7,63.8,94,55.4
ATL,ATL @ DAL,02/06/2022,L,48,97.9,109.6,-11.7,56.8,1.75,15.3,35.6,70.6,51.8,12.5,41.6,46.1,95,47
LAC,LAC vs. MIL,02/06/2022,L,48,108.7,133,-24.4,65,2.6,18.3,21.4,81,46.9,9.6,51,54.8,103.5,39.6
DAL,DAL vs. ATL,02/06/2022,W,48,109.6,97.9,11.7,65.8,1.56,18.7,29.4,64.4,48.2,17,52.3,55,95,53
ORL,ORL vs. BOS,02/06/2022,L,48,82.2,114.9,-32.7,58.6,0.89,13.3,19.2,61.8,41.1,18.8,38.9,46,101,33.5
MIL,MIL @ LAC,02/06/2022,W,48,133,108.7,24.4,58.3,2.8,20.1,19,78.6,53.1,9.7,65.3,68.6,103.5,60.4
CHI,CHI vs. PHI,02/06/2022,L,48,113.7,128,-14.3,53.8,2.63,16.8,20.5,80,48.8,8.4,52.5,58.4,94,44.6
HOU,HOU vs. NOP,02/06/2022,L,48,110.3,122.4,-12.1,70,1.56,20.1,30.4,76.2,52.3,18.6,57.1,58.8,97.5,43
DET,DET @ MIN,02/06/2022,L,48,108.2,120.4,-12.2,70,2.55,19.9,27.1,70,46.8,11.3,48.4,50.8,97.5,43.1
BKN,BKN @ DEN,02/06/2022,L,48,104,125.3,-21.3,66.7,2.4,18,16.7,66,39.6,10,50.6,53.8,99.5,38.6
